OverallPoF,,OverallPoF
1.0,50958,1.0
0.0,44339,0.0
0.0,65046,0.0
1.0,12353,1.0
1.0,40068,1.0
1.0,19322,1.0
1.0,15592,1.0
1.0,60509,1.0
0.0,89471,0.0
0.0,5930,0.0
1.0,52123,1.0
0.0,71502,0.0
1.0,75055,1.0
1.0,37330,1.0
1.0,32886,1.0
0.0,81590,0.0
0.0,93665,0.0
0.0,72009,0.0
0.0,88110,0.0
1.0,70636,1.0
0.0,63960,0.0
0.0,69559,0.0
0.0,48497,0.0
0.0,41645,0.0
0.0,90563,0.0
1.0,94583,1.0
1.0,62295,1.0
1.0,2140,1.0
1.0,86730,1.0
0.0,31252,0.0
0.0,85122,0.0
0.0,90741,0.0
1.0,12279,1.0
1.0,29040,1.0
1.0,53857,1.0
0.0,26747,0.0
1.0,31797,1.0
0.0,78603,0.0
1.0,18136,1.0
0.0,5525,0.0
1.0,50699,1.0
1.0,81535,1.0
0.0,47528,0.0
0.0,53416,0.0
0.0,35398,0.0
1.0,13259,1.0
0.0,2874,0.0
0.0,73619,0.0
0.0,66261,0.0
1.0,55605,1.0
1.0,33658,1.0
1.0,68181,1.0
0.0,60465,0.0
1.0,89253,1.0
1.0,10053,1.0
0.0,38533,0.0
1.0,13311,1.0
0.0,20995,0.0
0.0,71518,0.0
0.0,38506,0.0
1.0,47664,1.0
1.0,81437,1.0
0.0,63959,0.0
1.0,30235,1.0
1.0,17411,1.0
1.0,20863,1.0
0.0,27212,0.0
0.0,24495,0.0
0.0,65296,0.0
1.0,93128,1.0
1.0,77346,1.0
0.0,67449,0.0
1.0,24812,1.0
0.0,65769,0.0
1.0,80589,1.0
1.0,44609,1.0
1.0,56180,1.0
1.0,20913,1.0
1.0,96538,1.0
1.0,68521,1.0
0.0,54333,0.0
0.0,69268,0.0
0.0,53207,0.0
1.0,98357,1.0
1.0,74010,1.0
1.0,39783,1.0
0.0,85882,0.0
0.0,70704,0.0
1.0,36786,1.0
0.0,85248,0.0
1.0,14919,1.0
1.0,98734,1.0
0.0,20542,0.0
1.0,20150,1.0
0.0,85334,0.0
1.0,54183,1.0
0.0,57827,0.0
1.0,471,1.0
0.0,41700,0.0
1.0,95254,1.0
1.0,95074,1.0
0.0,16094,0.0
1.0,66186,1.0
0.0,83297,0.0
1.0,33535,1.0
0.0,82968,0.0
1.0,12682,1.0
1.0,23950,1.0
0.0,5244,0.0
0.0,82463,0.0
0.0,85894,0.0
1.0,94456,1.0
0.0,61791,0.0
0.0,227,0.0
1.0,55283,1.0
0.0,7009,0.0
0.0,36085,0.0
1.0,32270,1.0
0.0,10646,0.0
1.0,84962,1.0
0.0,16787,0.0
0.0,19957,0.0
1.0,55482,1.0
1.0,23858,1.0
1.0,62100,1.0
0.0,34526,0.0
1.0,6675,1.0
1.0,81987,1.0
0.0,9779,0.0
0.0,21121,0.0
1.0,80028,1.0
0.0,91208,0.0
0.0,80464,0.0
0.0,42884,0.0
0.0,1215,0.0
0.0,71520,0.0
1.0,80235,1.0
1.0,6955,1.0
1.0,70115,1.0
0.0,95682,0.0
1.0,56634,1.0
1.0,96824,1.0
1.0,57681,1.0
0.0,49785,0.0
0.0,4164,0.0
0.0,23808,0.0
0.0,24360,0.0
0.0,16102,0.0
1.0,49790,1.0
1.0,17119,1.0
1.0,71560,1.0
1.0,12805,1.0
1.0,78155,1.0
0.0,93117,0.0
1.0,65248,1.0
1.0,73435,1.0
0.0,79878,0.0
0.0,70223,0.0
1.0,76629,1.0
0.0,38287,0.0
1.0,99017,1.0
1.0,24265,1.0
0.0,97826,0.0
0.0,2298,0.0
1.0,94839,1.0
0.0,38771,0.0
1.0,87173,1.0
1.0,55588,1.0
0.0,41055,0.0
1.0,7265,1.0
1.0,78908,1.0
0.0,81719,0.0
0.0,47443,0.0
0.0,23571,0.0
0.0,27711,0.0
0.0,16958,0.0
0.0,55415,0.0
0.0,21674,0.0
1.0,63951,1.0
1.0,71187,1.0
1.0,73783,1.0
1.0,11752,1.0
1.0,74908,1.0
1.0,1516,1.0
1.0,28856,1.0
0.0,10610,0.0
1.0,82179,1.0
0.0,85673,0.0
1.0,91159,1.0
0.0,46312,0.0
1.0,82753,1.0
0.0,74936,0.0
1.0,6372,1.0
0.0,21027,0.0
1.0,5389,1.0
1.0,8931,1.0
0.0,52421,0.0
0.0,67691,0.0
0.0,29291,0.0
0.0,99805,0.0
1.0,68444,1.0
1.0,93670,1.0
1.0,21339,1.0
1.0,66611,1.0
0.0,66361,0.0
0.0,86870,0.0
0.0,54817,0.0
1.0,67669,1.0
0.0,86320,0.0
0.0,54670,0.0
0.0,53087,0.0
0.0,22244,0.0
1.0,35537,1.0
0.0,53531,0.0
0.0,99437,0.0
1.0,7789,1.0
1.0,43084,1.0
0.0,62580,0.0
1.0,91444,1.0
0.0,90777,0.0
0.0,46607,0.0
1.0,70872,1.0
0.0,8639,0.0
1.0,14292,1.0
0.0,48024,0.0
1.0,51849,1.0
1.0,21193,1.0
1.0,44577,1.0
0.0,27300,0.0
1.0,65085,1.0
0.0,32998,0.0
1.0,67659,1.0
0.0,34939,0.0
1.0,37452,1.0
0.0,14196,0.0
0.0,18145,0.0
0.0,65728,0.0
0.0,2649,0.0
0.0,86966,0.0
1.0,53961,1.0
0.0,60900,0.0
1.0,12181,1.0
0.0,79438,0.0
0.0,48706,0.0
1.0,81244,1.0
0.0,56282,0.0
1.0,92367,1.0
1.0,50395,1.0
0.0,37019,0.0
0.0,76263,0.0
0.0,10275,0.0
0.0,56020,0.0
0.0,28538,0.0
0.0,93612,0.0
0.0,32023,0.0
1.0,12246,1.0
0.0,85521,0.0
0.0,97446,0.0
1.0,94963,1.0
0.0,31228,0.0
1.0,13277,1.0
1.0,6401,1.0
1.0,81220,1.0
1.0,96071,1.0
1.0,90438,1.0
0.0,56611,0.0
1.0,43770,1.0
1.0,24195,1.0
1.0,17645,1.0
0.0,32933,0.0
1.0,88713,1.0
0.0,59537,0.0
1.0,60818,1.0
1.0,65572,1.0
0.0,19647,0.0
0.0,61442,0.0
0.0,33707,0.0
1.0,69013,1.0
0.0,47748,0.0
1.0,48360,1.0
1.0,12910,1.0
1.0,54034,1.0
0.0,90787,0.0
0.0,79394,0.0
0.0,41333,0.0
0.0,748,0.0
0.0,41288,0.0
1.0,65760,1.0
0.0,19991,0.0
1.0,86065,1.0
0.0,93551,0.0
1.0,51251,1.0
1.0,43546,1.0
1.0,94579,1.0
0.0,85856,0.0
1.0,80463,1.0
0.0,59790,0.0
0.0,37890,0.0
0.0,10573,0.0
1.0,91617,1.0
1.0,91588,1.0
0.0,23014,0.0
0.0,98629,0.0
1.0,75122,1.0
1.0,13895,1.0
1.0,57842,1.0
0.0,318,0.0
1.0,57977,1.0
0.0,73342,0.0
0.0,14978,0.0
0.0,54105,0.0
0.0,53034,0.0
1.0,95794,1.0
0.0,38088,0.0
1.0,72673,1.0
0.0,18139,0.0
1.0,21409,1.0
0.0,92614,0.0
1.0,2038,1.0
1.0,10676,1.0
0.0,70828,0.0
1.0,84216,1.0
1.0,14682,1.0
1.0,96244,1.0
0.0,96942,0.0
0.0,60366,0.0
1.0,40131,1.0
1.0,72068,1.0
1.0,26794,1.0
1.0,13268,1.0
0.0,67897,0.0
0.0,60238,0.0
0.0,37289,0.0
1.0,51442,1.0
1.0,1951,1.0
1.0,54907,1.0
1.0,7112,1.0
0.0,24553,0.0
0.0,16907,0.0
1.0,67073,1.0
0.0,29898,0.0
0.0,83082,0.0
1.0,29591,1.0
1.0,58491,1.0
0.0,54929,0.0
1.0,35429,1.0
1.0,21618,1.0
1.0,20338,1.0
1.0,93151,1.0
0.0,59970,0.0
1.0,27750,1.0
0.0,58142,0.0
1.0,2077,1.0
1.0,87123,1.0
1.0,11776,1.0
1.0,28859,1.0
1.0,98307,1.0
1.0,67484,1.0
1.0,82805,1.0
1.0,45856,1.0
0.0,13629,0.0
1.0,29284,1.0
0.0,2725,0.0
0.0,62284,0.0
0.0,60806,0.0
1.0,24296,1.0
1.0,19295,1.0
1.0,31122,1.0
0.0,45125,0.0
1.0,80690,1.0
1.0,66927,1.0
1.0,47785,1.0
1.0,17965,1.0
0.0,32004,0.0
0.0,53511,0.0
1.0,81150,1.0
0.0,98310,0.0
1.0,17266,1.0
0.0,1346,0.0
0.0,44221,0.0
1.0,41131,1.0
1.0,94979,1.0
1.0,77349,1.0
0.0,65155,0.0
1.0,28966,1.0
0.0,67377,0.0
0.0,77797,0.0
1.0,58438,1.0
1.0,33748,1.0
0.0,47523,0.0
0.0,171,0.0
0.0,80137,0.0
0.0,70234,0.0
0.0,4560,0.0
0.0,10499,0.0
0.0,41783,0.0
0.0,29859,0.0
1.0,76095,1.0
1.0,97050,1.0
0.0,30336,0.0
0.0,79031,0.0
0.0,63401,0.0
1.0,7619,1.0
0.0,91105,0.0
0.0,83421,0.0
1.0,94333,1.0
1.0,81436,1.0
1.0,41510,1.0
0.0,60077,0.0
1.0,83843,1.0
0.0,66396,0.0
1.0,92030,1.0
1.0,65844,1.0
0.0,62928,0.0
0.0,60031,0.0
1.0,79622,1.0
0.0,1150,0.0
1.0,48955,1.0
1.0,3689,1.0
0.0,34963,0.0
1.0,94942,1.0
1.0,42055,1.0
0.0,48555,0.0
0.0,73084,0.0
0.0,41355,0.0
1.0,78610,1.0
1.0,36165,1.0
0.0,15936,0.0
1.0,84575,1.0
0.0,54803,0.0
1.0,25961,1.0
0.0,2693,0.0
1.0,81263,1.0
1.0,58168,1.0
1.0,89851,1.0
0.0,30909,0.0
0.0,8838,0.0
1.0,5282,1.0
1.0,69324,1.0
1.0,58796,1.0
0.0,95004,0.0
1.0,66771,1.0
1.0,67233,1.0
1.0,35909,1.0
1.0,52075,1.0
1.0,35427,1.0
0.0,68941,0.0
1.0,12765,1.0
0.0,45177,0.0
1.0,40455,1.0
0.0,61511,0.0
1.0,6481,1.0
0.0,96763,0.0
1.0,68691,1.0
1.0,3104,1.0
1.0,16008,1.0
1.0,80224,1.0
1.0,42935,1.0
0.0,75641,0.0
1.0,87481,1.0
1.0,64593,1.0
0.0,35755,0.0
0.0,6067,0.0
1.0,81795,1.0
1.0,19203,1.0
0.0,50730,0.0
0.0,42687,0.0
1.0,23231,1.0
0.0,66633,0.0
1.0,52391,1.0
1.0,32553,1.0
1.0,33767,1.0
1.0,87362,1.0
1.0,45864,1.0
0.0,8654,0.0
1.0,36804,1.0
1.0,92552,1.0
0.0,98264,0.0
1.0,63347,1.0
1.0,90802,1.0
0.0,29720,0.0
0.0,48738,0.0
0.0,71541,0.0
1.0,55915,1.0
0.0,80695,0.0
0.0,36705,0.0
0.0,13507,0.0
1.0,5166,1.0
1.0,29321,1.0
0.0,56472,0.0
1.0,72150,1.0
0.0,95119,0.0
1.0,92515,1.0
1.0,57826,1.0
0.0,64334,0.0
1.0,91668,1.0
1.0,54965,1.0
1.0,63588,1.0
1.0,38628,1.0
0.0,37384,0.0
1.0,73624,1.0
0.0,88754,0.0
0.0,6720,0.0
0.0,51976,0.0
0.0,31371,0.0
1.0,87337,1.0
0.0,37985,0.0
1.0,72064,1.0
0.0,73613,0.0
0.0,30808,0.0
1.0,53313,1.0
0.0,14569,0.0
1.0,96826,1.0
0.0,1151,0.0
1.0,47430,1.0
0.0,43818,0.0
1.0,14422,1.0
0.0,95994,0.0
0.0,38970,0.0
0.0,5000,0.0
1.0,37621,1.0
1.0,65897,1.0
1.0,53234,1.0
0.0,97854,0.0
0.0,69229,0.0
0.0,41410,0.0
1.0,33521,1.0
0.0,85482,0.0
1.0,77462,1.0
1.0,55597,1.0
1.0,67887,1.0
1.0,79540,1.0
1.0,1198,1.0
1.0,29278,1.0
0.0,28662,0.0
0.0,47220,0.0
0.0,25040,0.0
1.0,96156,1.0
1.0,84818,1.0
1.0,37015,1.0
1.0,71060,1.0
1.0,25630,1.0
0.0,48174,0.0
1.0,65557,1.0
1.0,69551,1.0
0.0,4681,0.0
0.0,37906,0.0
0.0,89123,0.0
0.0,4986,0.0
1.0,51344,1.0
0.0,79464,0.0
0.0,9330,0.0
0.0,18374,0.0
1.0,50369,1.0
1.0,22853,1.0
1.0,41647,1.0
0.0,13327,0.0
1.0,45925,1.0
0.0,55697,0.0
0.0,2954,0.0
0.0,86098,0.0
0.0,59892,0.0
0.0,17859,0.0
1.0,41940,1.0
0.0,62327,0.0
0.0,67894,0.0
0.0,6921,0.0
1.0,97283,1.0
1.0,65803,1.0
0.0,32999,0.0
0.0,6802,0.0
0.0,75659,0.0
1.0,11053,1.0
1.0,94836,1.0
1.0,35643,1.0
1.0,33950,1.0
0.0,52468,0.0
0.0,17442,0.0
1.0,7763,1.0
0.0,35697,0.0
1.0,16737,1.0
1.0,78321,1.0
0.0,32014,0.0
0.0,61314,0.0
0.0,45512,0.0
0.0,61091,0.0
0.0,93881,0.0
0.0,43667,0.0
1.0,85854,1.0
0.0,19988,0.0
0.0,59442,0.0
1.0,53757,1.0
0.0,32102,0.0
1.0,74629,1.0
1.0,54825,1.0
1.0,46887,1.0
1.0,63882,1.0
0.0,57045,0.0
1.0,23033,1.0
0.0,52514,0.0
1.0,83995,1.0
1.0,81328,1.0
0.0,83768,0.0
0.0,28946,0.0
0.0,3789,0.0
0.0,33437,0.0
1.0,69996,1.0
1.0,5410,1.0
1.0,108,1.0
0.0,4135,0.0
0.0,38203,0.0
1.0,75729,1.0
0.0,5073,0.0
0.0,25963,0.0
0.0,55621,0.0
0.0,19544,0.0
1.0,27150,1.0
1.0,8899,1.0
0.0,92604,0.0
0.0,97593,0.0
0.0,71125,0.0
0.0,77018,0.0
0.0,92952,0.0
1.0,7121,1.0
1.0,71542,1.0
1.0,36102,1.0
1.0,95427,1.0
0.0,18161,0.0
1.0,21423,1.0
1.0,90462,1.0
0.0,90907,0.0
1.0,67217,1.0
1.0,57229,1.0
1.0,13603,1.0
0.0,20592,0.0
0.0,35595,0.0
0.0,47337,0.0
1.0,34133,1.0
0.0,92387,0.0
0.0,2310,0.0
0.0,53731,0.0
1.0,30380,1.0
1.0,89696,1.0
0.0,77310,0.0
1.0,602,1.0
0.0,62216,0.0
1.0,66854,1.0
1.0,83586,1.0
1.0,22269,1.0
1.0,78875,1.0
0.0,89482,0.0
0.0,21951,0.0
0.0,40100,0.0
1.0,51820,1.0
1.0,91100,1.0
1.0,84408,1.0
1.0,17093,1.0
0.0,5512,0.0
1.0,76140,1.0
0.0,60761,0.0
0.0,9771,0.0
1.0,13506,1.0
0.0,5977,0.0
1.0,31271,1.0
0.0,20073,0.0
0.0,59686,0.0
1.0,70530,1.0
1.0,35399,1.0
0.0,74297,0.0
1.0,25350,1.0
0.0,74752,0.0
0.0,65316,0.0
0.0,58955,0.0
0.0,1838,0.0
0.0,31036,0.0
0.0,9633,0.0
1.0,46201,1.0
1.0,72593,1.0
0.0,2579,0.0
1.0,43833,1.0
1.0,90365,1.0
1.0,55487,1.0
0.0,36505,0.0
1.0,19765,1.0
0.0,62416,0.0
0.0,51894,0.0
0.0,7593,0.0
0.0,95369,0.0
1.0,95293,1.0
1.0,21092,1.0
0.0,95648,0.0
1.0,73040,1.0
0.0,423,0.0
0.0,82150,0.0
0.0,29810,0.0
1.0,20233,1.0
0.0,53815,0.0
0.0,87999,0.0
1.0,33409,1.0
1.0,79174,1.0
0.0,73679,0.0
1.0,46372,1.0
0.0,35017,0.0
0.0,41438,0.0
1.0,96186,1.0
1.0,54381,1.0
0.0,27018,0.0
0.0,55153,0.0
1.0,22740,1.0
1.0,7451,1.0
0.0,98105,0.0
0.0,638,0.0
1.0,50237,1.0
0.0,52339,0.0
0.0,79675,0.0
1.0,71047,1.0
0.0,12793,0.0
1.0,49732,1.0
1.0,67102,1.0
1.0,48608,1.0
0.0,68377,0.0
0.0,48179,0.0
0.0,30572,0.0
0.0,80645,0.0
1.0,94824,1.0
0.0,34603,0.0
0.0,67046,0.0
0.0,1394,0.0
1.0,15830,1.0
0.0,8136,0.0
0.0,81314,0.0
1.0,53778,1.0
1.0,39621,1.0
1.0,62533,1.0
1.0,97123,1.0
1.0,2773,1.0
1.0,74618,1.0
0.0,82346,0.0
0.0,23139,0.0
0.0,21239,0.0
1.0,88451,1.0
0.0,7612,0.0
0.0,30573,0.0
1.0,35238,1.0
0.0,49103,0.0
0.0,16449,0.0
1.0,79673,1.0
0.0,68604,0.0
1.0,32690,1.0
0.0,98171,0.0
0.0,30882,0.0
0.0,1502,0.0
1.0,54933,1.0
1.0,38486,1.0
0.0,95498,0.0
0.0,46420,0.0
1.0,64918,1.0
1.0,71197,1.0
0.0,91884,0.0
1.0,75650,1.0
1.0,52751,1.0
1.0,95118,1.0
0.0,69706,0.0
0.0,37253,0.0
0.0,22551,0.0
1.0,13976,1.0
0.0,99579,0.0
0.0,86325,0.0
0.0,29273,0.0
1.0,19069,1.0
0.0,80562,0.0
1.0,48786,1.0
1.0,55535,1.0
1.0,83127,1.0
0.0,49802,0.0
1.0,80540,1.0
0.0,92250,0.0
0.0,50561,0.0
0.0,69568,0.0
1.0,56566,1.0
1.0,65834,1.0
0.0,22254,0.0
0.0,53776,0.0
1.0,37466,1.0
0.0,74038,0.0
1.0,88052,1.0
0.0,36704,0.0
0.0,22723,0.0
0.0,93005,0.0
1.0,43698,1.0
1.0,91101,1.0
1.0,52550,1.0
0.0,47124,0.0
0.0,73663,0.0
0.0,89014,0.0
1.0,78082,1.0
1.0,55425,1.0
1.0,24459,1.0
1.0,40760,1.0
1.0,29740,1.0
0.0,98535,0.0
0.0,65123,0.0
0.0,72646,0.0
1.0,51366,1.0
0.0,41251,0.0
0.0,27603,0.0
1.0,36866,1.0
1.0,61528,1.0
1.0,14971,1.0
0.0,88645,0.0
0.0,65833,0.0
1.0,77586,1.0
0.0,12787,0.0
1.0,18085,1.0
1.0,73407,1.0
0.0,42230,0.0
1.0,29818,1.0
0.0,59692,0.0
1.0,50132,1.0
0.0,15763,0.0
1.0,43015,1.0
0.0,40591,0.0
0.0,98154,0.0
1.0,80240,1.0
0.0,70356,0.0
1.0,33486,1.0
0.0,24756,0.0
0.0,31315,0.0
0.0,56556,0.0
1.0,95068,1.0
1.0,52854,1.0
1.0,41277,1.0
1.0,88123,1.0
0.0,30908,0.0
0.0,22226,0.0
0.0,33871,0.0
0.0,55227,0.0
1.0,86762,1.0
0.0,73081,0.0
0.0,48224,0.0
1.0,59742,1.0
1.0,81838,1.0
1.0,23007,1.0
0.0,67863,0.0
0.0,82858,0.0
0.0,44031,0.0
1.0,10240,1.0
0.0,41662,0.0
1.0,76437,1.0
1.0,12211,1.0
1.0,32139,1.0
1.0,41733,1.0
0.0,60171,0.0
0.0,71794,0.0
1.0,17760,1.0
0.0,49793,0.0
0.0,54322,0.0
0.0,47462,0.0
0.0,9781,0.0
1.0,25840,1.0
0.0,23611,0.0
1.0,78317,1.0
0.0,96393,0.0
1.0,46189,1.0
1.0,58011,1.0
1.0,63240,1.0
0.0,76329,0.0
0.0,52055,0.0
1.0,41987,1.0
0.0,90087,0.0
1.0,99734,1.0
0.0,12495,0.0
0.0,36226,0.0
1.0,1912,1.0
0.0,22699,0.0
0.0,37287,0.0
0.0,70513,0.0
0.0,38036,0.0
0.0,8522,0.0
0.0,49639,0.0
0.0,80543,0.0
1.0,3347,1.0
1.0,98665,1.0
0.0,62812,0.0
0.0,29786,0.0
1.0,15468,1.0
0.0,46718,0.0
0.0,64859,0.0
0.0,58807,0.0
1.0,84369,1.0
1.0,47106,1.0
0.0,88762,0.0
0.0,39510,0.0
1.0,33762,1.0
1.0,62947,1.0
0.0,19691,0.0
1.0,83188,1.0
0.0,64057,0.0
0.0,12184,0.0
0.0,8821,0.0
0.0,95455,0.0
1.0,30664,1.0
1.0,76839,1.0
1.0,87133,1.0
1.0,55354,1.0
0.0,46488,0.0
1.0,13970,1.0
0.0,20670,0.0
1.0,32684,1.0
1.0,91872,1.0
1.0,21611,1.0
0.0,24216,0.0
1.0,9413,1.0
0.0,57990,0.0
0.0,18643,0.0
1.0,79900,1.0
1.0,77573,1.0
0.0,20926,0.0
0.0,86030,0.0
0.0,93538,0.0
1.0,54521,1.0
1.0,31100,1.0
0.0,90702,0.0
1.0,97089,1.0
0.0,84281,0.0
1.0,30057,1.0
1.0,46845,1.0
0.0,10320,0.0
1.0,5951,1.0
0.0,26926,0.0
0.0,2589,0.0
1.0,66989,1.0
0.0,40615,0.0
1.0,57565,1.0
1.0,28769,1.0
1.0,26895,1.0
1.0,9421,1.0
1.0,45173,1.0
0.0,47521,0.0
1.0,91063,1.0
1.0,50753,1.0
1.0,17669,1.0
1.0,83370,1.0
1.0,77414,1.0
1.0,1427,1.0
0.0,92066,0.0
0.0,76782,0.0
1.0,2474,1.0
0.0,7286,0.0
0.0,26981,0.0
1.0,64233,1.0
1.0,78067,1.0
1.0,90399,1.0
1.0,54580,1.0
0.0,76845,0.0
1.0,76732,1.0
1.0,3212,1.0
1.0,17402,1.0
0.0,54035,0.0
0.0,40430,0.0
0.0,49530,0.0
1.0,73863,1.0
0.0,67457,0.0
1.0,37069,1.0
1.0,16612,1.0
1.0,7123,1.0
1.0,21207,1.0
0.0,42714,0.0
0.0,33934,0.0
0.0,17159,0.0
1.0,35449,1.0
1.0,96259,1.0
1.0,55403,1.0
1.0,51530,1.0
0.0,71438,0.0
0.0,55036,0.0
0.0,70771,0.0
0.0,73583,0.0
0.0,59138,0.0
0.0,90361,0.0
0.0,45419,0.0
0.0,33580,0.0
0.0,96822,0.0
0.0,27311,0.0
0.0,11140,0.0
0.0,33380,0.0
0.0,60977,0.0
1.0,37089,1.0
1.0,42453,1.0
0.0,13060,0.0
0.0,68460,0.0
1.0,12700,1.0
0.0,60667,0.0
1.0,3939,1.0
0.0,61488,0.0
1.0,59359,1.0
1.0,2078,1.0
0.0,1890,0.0
1.0,73872,1.0
0.0,72994,0.0
0.0,95183,0.0
1.0,28055,1.0
1.0,71521,1.0
1.0,31685,1.0
1.0,98591,1.0
0.0,23829,0.0
0.0,52229,0.0
1.0,66946,1.0
1.0,61056,1.0
1.0,34535,1.0
0.0,7779,0.0
0.0,14384,0.0
0.0,47388,0.0
1.0,37125,1.0
0.0,34707,0.0
1.0,89418,1.0
0.0,50506,0.0
0.0,36185,0.0
1.0,91534,1.0
0.0,8024,0.0
0.0,66540,0.0
0.0,69127,0.0
1.0,96945,1.0
1.0,4397,1.0
1.0,93272,1.0
0.0,76466,0.0
1.0,65027,1.0
1.0,89868,1.0
0.0,78011,0.0
1.0,94702,1.0
0.0,46609,0.0
1.0,3217,1.0
1.0,2910,1.0
1.0,5218,1.0
1.0,36016,1.0
0.0,89299,0.0
1.0,63487,1.0
1.0,84932,1.0
0.0,77856,0.0
0.0,39944,0.0
1.0,35832,1.0
1.0,40545,1.0
1.0,75223,1.0
0.0,5653,0.0
0.0,25895,0.0
1.0,14159,1.0
1.0,29608,1.0
0.0,93172,0.0
0.0,52559,0.0
0.0,39041,0.0
1.0,61299,1.0
1.0,69667,1.0
1.0,84077,1.0
1.0,34853,1.0
1.0,64499,1.0
1.0,2609,1.0
1.0,9473,1.0
1.0,88109,1.0
0.0,38568,0.0
1.0,63745,1.0
1.0,27155,1.0
0.0,66567,0.0
0.0,77023,0.0
1.0,42994,1.0
0.0,60612,0.0
1.0,7132,1.0
0.0,101,0.0
1.0,24841,1.0
1.0,61461,1.0
1.0,99702,1.0
0.0,43643,0.0
0.0,29800,0.0
1.0,54382,1.0
0.0,25586,0.0
0.0,67062,0.0
0.0,97245,0.0
0.0,73644,0.0
1.0,39699,1.0
1.0,63866,1.0
1.0,76135,1.0
1.0,63631,1.0
1.0,85542,1.0
0.0,52169,0.0
0.0,52005,0.0
0.0,90548,0.0
0.0,19568,0.0
0.0,44924,0.0
1.0,60212,1.0
0.0,2281,0.0
1.0,90726,1.0
0.0,14390,0.0
0.0,76340,0.0
0.0,51397,0.0
0.0,15399,0.0
1.0,14757,1.0
1.0,93884,1.0
1.0,65393,1.0
1.0,15591,1.0
1.0,80978,1.0
0.0,89618,0.0
0.0,19868,0.0
0.0,31230,0.0
1.0,69212,1.0
0.0,34481,0.0
0.0,29575,0.0
0.0,89154,0.0
1.0,52705,1.0
1.0,47897,1.0
0.0,93199,0.0
0.0,22908,0.0
0.0,47108,0.0
0.0,70314,0.0
0.0,9580,0.0
0.0,97190,0.0
1.0,5415,1.0
1.0,6174,1.0
1.0,27040,1.0
1.0,16199,1.0
0.0,13693,0.0
0.0,30682,0.0
0.0,32793,0.0
1.0,8679,1.0
1.0,91761,1.0
1.0,28595,1.0
0.0,34225,0.0
1.0,53915,1.0
0.0,55903,0.0
1.0,5195,1.0
1.0,1316,1.0
1.0,40284,1.0
1.0,44940,1.0
0.0,91566,0.0
1.0,80761,1.0
0.0,63804,0.0
0.0,56661,0.0
1.0,14176,1.0
0.0,93135,0.0
1.0,98430,1.0
0.0,61644,0.0
1.0,89542,1.0
0.0,63233,0.0
1.0,16716,1.0
1.0,83557,1.0
1.0,56950,1.0
0.0,56882,0.0
1.0,98958,1.0
1.0,79582,1.0
0.0,55087,0.0
1.0,32216,1.0
0.0,59392,0.0
1.0,92038,1.0
1.0,73675,1.0
1.0,3877,1.0
1.0,45283,1.0
1.0,20018,1.0
0.0,62025,0.0
0.0,8169,0.0
0.0,95261,0.0
1.0,58369,1.0
1.0,50411,1.0
1.0,59397,1.0
0.0,68100,0.0
1.0,64878,1.0
0.0,73913,0.0
1.0,79311,1.0
1.0,13449,1.0
1.0,60908,1.0
0.0,48958,0.0
0.0,64854,0.0
1.0,40795,1.0
0.0,89700,0.0
0.0,10554,0.0
0.0,4471,0.0
1.0,58310,1.0
1.0,18770,1.0
1.0,90123,1.0
0.0,68384,0.0
0.0,54682,0.0
1.0,12636,1.0
1.0,39709,1.0
1.0,16635,1.0
0.0,2547,0.0
0.0,93404,0.0
1.0,34138,1.0
1.0,89023,1.0
0.0,36867,0.0
0.0,93350,0.0
1.0,9745,1.0
0.0,92892,0.0
0.0,84428,0.0
1.0,45199,1.0
0.0,59636,0.0
1.0,17456,1.0
0.0,58830,0.0
1.0,58140,1.0
0.0,29843,0.0
0.0,66740,0.0
0.0,24775,0.0
0.0,79380,0.0
0.0,92494,0.0
0.0,41419,0.0
1.0,63703,1.0
1.0,63253,1.0
1.0,34193,1.0
0.0,63691,0.0
0.0,95437,0.0
0.0,46988,0.0
1.0,89962,1.0
1.0,84011,1.0
1.0,40237,1.0
0.0,80771,0.0
1.0,6936,1.0
1.0,44420,1.0
0.0,37456,0.0
0.0,1060,0.0
1.0,58331,1.0
1.0,26289,1.0
1.0,56736,1.0
1.0,34068,1.0
1.0,80217,1.0
1.0,96520,1.0
1.0,44285,1.0
1.0,64056,1.0
0.0,24748,0.0
0.0,52342,0.0
1.0,52471,1.0
1.0,1281,1.0
1.0,56159,1.0
0.0,5503,0.0
0.0,73301,0.0
0.0,59681,0.0
0.0,68586,0.0
1.0,23473,1.0
1.0,53679,1.0
1.0,34655,1.0
1.0,52431,1.0
1.0,4160,1.0
0.0,3966,0.0
0.0,89769,0.0
1.0,29754,1.0
1.0,28423,1.0
1.0,83930,1.0
0.0,19879,0.0
1.0,35885,1.0
1.0,56993,1.0
0.0,64810,0.0
0.0,72231,0.0
0.0,62923,0.0
1.0,2530,1.0
1.0,39596,1.0
0.0,93408,0.0
1.0,68112,1.0
0.0,24344,0.0
1.0,53251,1.0
0.0,69913,0.0
0.0,55870,0.0
0.0,36651,0.0
1.0,64611,1.0
1.0,86073,1.0
1.0,33618,1.0
0.0,72664,0.0
0.0,75416,0.0
1.0,2047,1.0
0.0,14728,0.0
0.0,21403,0.0
1.0,37983,1.0
0.0,93191,0.0
1.0,59649,1.0
0.0,41916,0.0
1.0,2997,1.0
0.0,49901,0.0
1.0,99925,1.0
